,MAPE (%)
410,1.7862180782635628
411,1.8736354168746652
412,1.9141890944022035
413,1.8988204963456075
414,1.7375298243759836
415,1.5863359203339695
416,1.4507576768061974
417,1.0968300757845537
418,1.1185731594064872
419,1.1726792200784193
420,1.1599834025607068
421,1.2000778217186254
422,1.1315409812380506
423,1.044473679300517
424,0.960032064521691
425,0.8902537354570182
426,0.8824625586803577
427,0.9145104873440582
428,0.8985901765914023
429,0.8483016804423278
430,0.8501846493290508
431,0.8577106794420577
432,0.9632280470872662
433,1.078662723766923
434,1.1472852809651415
435,1.217436869298611
436,1.2314882740081874
437,1.205765307391369
438,1.1126729318247313
439,1.0946841972170365
440,1.118852117085752
441,1.2357639104841465
442,1.2536775072092876
443,1.337254085499056
444,1.4085814302339275
445,1.5020958134212827
446,1.4749758248984486
447,1.453002767524739
448,1.4777433310992325
449,1.493375375712289
450,1.5045397969854986
451,1.492337182858073
452,1.5240360615182535
453,1.3929592343798325
454,1.4281272764292359
455,1.4381523553544313
456,1.5904137841107784
457,1.7687569513698451
458,1.9169173651043523
459,2.0741969464563104
460,2.0489414726675377
461,2.027553010061694
462,1.6935840898898202
463,1.535115473287127
464,1.4450719173086923
465,1.2240288229419667
466,1.1737981832028648
467,1.1717435000249752
468,1.273298334703176
469,1.4390735331215427
470,1.4704643510346667
471,1.4728441082151538
472,1.5146235004830013
473,1.523963996393957
474,1.5787938738200613
475,1.5150623401790457
476,1.4241425483419516
477,1.2899029402059041
478,1.339938910461904
479,1.2232450697314303
480,1.1881442983459034
481,1.147670753260061
482,1.1382629752677196
483,1.1134953339474811
484,1.0669489238412049
485,1.075224869106882
486,1.0892769478411855
487,1.1681535642864112
488,1.0776363962977442
489,1.0701317799427612
490,1.1545201853507605
491,1.192487672867723
492,1.2085337918402927
493,1.2541133157789037
494,1.2508130871726384
495,1.2645934486064458
496,1.3216929544471112
497,1.2979770153849515
498,1.3093432169942083
499,1.3418300547458122
500,1.3018253817514107
501,1.296518063555554
502,1.3866550318979547
503,1.3524740199034146
504,1.4093650488400697
505,1.5639491639867928
506,1.5693722459738177
507,1.5347135103107121
508,1.4905617789998762
509,1.496856295729941
510,1.5391387723358407
511,1.6551783444575987
512,1.8925459550057526
513,1.6850030087418866
514,1.7947066959958589
515,1.8401638617042735
516,1.7959483391507922
517,1.859599136855938
518,1.8334205021509422
519,1.7538058309025384
520,1.8657972892460017
521,1.8753041732827862
522,1.779215575064539
523,1.596009591496594
524,1.5501725526959653
525,1.5562463816323229
526,1.6661149536957913
527,1.7854342886847643
528,1.8321070177916126
